namespace,name,url,lang,route_count,browser_routes,config_required_routes,anti_crawler_routes,categories
mcdonalds,麦当劳,www.mcdonalds.com.cn,zh-CN,1,0,0,0,shopping
mcmod,MC百科,www.mcmod.cn,zh-CN,1,0,0,0,game
mdpi,MDPI,www.mdpi.com,en,1,0,0,0,journal
medieval-china,中国的中古,medieval-china.club,zh-CN,1,0,0,0,reading
medium,Medium,medium.com,en,5,0,0,0,blog
medsci,梅斯医学 MedSci,medsci.cn,zh-CN,1,0,0,0,new-media
meihua,梅花网,www.meihua.info,zh-CN,2,0,0,0,new-media
meipai,美拍,www.meipai.com,zh-CN,1,0,0,0,social-media
meishichina,美食天下,meishichina.com,zh-CN,1,0,0,0,new-media
meituan,美团,meituan.com,zh-CN,1,0,0,0,programming
melon,Melon,www.melon.com,ko,1,0,0,0,multimedia
melonbooks,メロンブックス,www.melonbooks.co.jp,ja,1,0,0,0,anime
mercari,Mercari,jp.mercari.com,,2,0,0,0,shopping
meritalk,MeriTalk,meritalk.com,,1,0,0,0,new-media
meta,Meta,www.meta.com,,1,0,0,0,programming
metacritic,Metacritic,metacritic.com,en,3,0,0,0,new-media
meteoblue,meteoblue,meteoblue.com,en,1,0,0,0,blog
meteor,Meteor,meteor.today,en,2,0,0,0,bbs
metmuseum,The Metropolitan Museum of Art,www.metmuseum.org,en,1,0,0,1,travel
mhlw,厚生労働省,www.mhlw.go.jp,,1,0,0,0,government
mi,小米,mi.com,zh-CN,3,0,0,0,program-update;shopping
microsoft,Microsoft,microsoft.com,en,3,0,0,0,program-update
mihoyo,米哈游,genshin.hoyoverse.com,zh-CN,2,0,0,0,game
mindmeister,MindMeister,mindmeister.com,en,1,0,0,0,study
minecraft,Minecraft,minecraft.net,en,3,0,0,0,game
mingpao,明報,mingpao.com,zh-TW,1,0,0,0,
minhangmuseum,Minhang Museum,minhangmuseum.shmh.gov.cn,,1,0,0,0,travel
miniflux,MiniFlux,miniflux.app,en,2,0,2,0,other
mirror,Mirror,mirror.xyz,en,1,0,0,0,new-media
mirrormedia,鏡週刊 Mirror Media,mirrormedia.mg,zh-TW,3,0,0,0,traditional-media
missav,MissAV,missav.ws,en,1,1,0,0,multimedia
missevan,猫耳 FM,www.missevan.com,zh-CN,2,0,0,0,multimedia
misskey,Misskey,misskey.io,en,3,0,1,0,social-media
misskon,MissKON,misskon.com,en,3,0,0,0,picture
mit,Massachusetts Institute of Technology (MIT),mit.edu,,3,0,0,0,blog;university
mittrchina,麻省理工科技评论,mittrchina.com,zh-CN,1,0,0,0,new-media
mixcloud,Mixcloud,www.mixcloud.com,en,2,0,0,0,multimedia
mixi2,mixi2,mixi.social,ja,4,0,0,0,social-media
miyuki,中島みゆき Official,miyuki.jp,ja,1,0,0,0,new-media
modb,墨天轮,modb.pro,zh-CN,1,0,0,0,programming
modelscope,ModelScope 魔搭社区,modelscope.cn,zh-CN,5,0,0,0,programming
modian,摩点,modian.com,zh-CN,1,0,0,0,shopping
modrinth,Modrinth,modrinth.com,en,1,0,0,0,game
mofa,Ministry of Foreign Affairs of Japan 日本国外務省,www.mofa.go.jp,ja,1,0,0,0,government
mohw,台灣衛生福利部,mohw.gov.tw,zh-TW,1,0,0,0,government
monotype,Monotype,www.monotype.com,en,1,0,0,0,design
monsterhunter,Monster Hunter,www.monsterhunter.com,zh-CN,2,0,0,0,game
moodysmismicrosite,穆迪评级,www.moodysmismicrosite.com,zh-CN,1,0,0,0,finance
mox,Mox.moe,mox.moe,zh-TW,1,0,1,1,anime
moxingfans,静态模型爱好者,www.moxingfans.com,zh-CN,1,0,0,0,other
mpaypass,移动支付网,mpaypass.com.cn,zh-CN,2,0,0,0,new-media
mrdx,新华每日电讯,mrdx.cn,zh-CN,1,0,0,0,traditional-media
mrinalxdev,Mrinal Pramanick,mrinalxdev.github.io,en,1,0,0,0,blog
mrm,华储网,mrm.com.cn,zh-CN,1,0,0,0,finance
msn,MSN,msn.com,,1,0,0,0,traditional-media
mubu,幕布,mubu.com,zh-CN,1,0,0,0,study
muchong,小木虫论坛,muchong.com,zh-CN,2,0,0,0,bbs
musify,musify,musify.club,ru,1,0,0,0,multimedia
musikguru,MusikGuru,musikguru.de,de,1,0,0,0,multimedia
mwm,管理世界,mwm.net.cn,zh-CN,1,0,0,0,journal
my-formosa,美麗島電子報,my-formosa.com.tw,zh-TW,1,0,0,0,new-media
mycard520,MyCard娛樂中心,mycard520.com.tw,zh-TW,1,0,0,0,game
mydrivers,快科技,m.mydrivers.com,zh-CN,3,0,0,0,new-media
myfans,myfans,myfans.jp,ja,1,0,0,0,multimedia
myfigurecollection,MyFigureCollection,myfigurecollection.net,en,2,0,0,0,shopping
mygopen,MyGoPen,mygopen.com,zh-TW,1,0,0,0,new-media
mymusicsheet,mymusic5 (MyMusicSheet),mymusicfive.com,en,1,0,0,0,shopping
mysql,MySQL,dev.mysql.com,en,1,0,0,0,programming
naceweb,National Association of Colleges and Employers,community.naceweb.org,en,1,0,0,0,new-media
namoc,National Art Museum of China,www.namoc.cn,,1,0,0,0,travel
nanhua,南华期货,mall.nanhua.net,zh-CN,1,0,0,0,finance
nankai,南开大学,yzb.nankai.edu.cn,zh-CN,6,0,0,1,university
nasa,NASA,apod.nasa.gov,en,3,0,0,0,picture
natgeo,National Geographic,nationalgeographic.com,en,3,0,0,0,picture;travel
nationalgeographic,National Geographic,www.nationalgeographic.com,en,1,0,0,0,travel
naturalism,Naturalism.org,naturalism.org,en,1,0,0,0,other
nature,Nature Journal,nature.com,en,6,0,0,0,journal
nautil,Nautilus,nautil.us,en,1,0,0,0,new-media
nautiljon,Nautiljon,nautiljon.com,fr,1,0,0,0,reading
naver,네이버,naver.com,ko,2,0,0,0,anime;other
nbd,每经网,nbd.com.cn,zh-CN,2,0,0,0,finance
nber,National Bureau of Economic Research,nber.org,en,2,0,0,0,
ncc-cma,国家气候中心,cmdp.ncc-cma.net,zh-CN,1,0,0,0,forecast
nchu,南昌航空大学,nchu.edu.cn,zh-CN,1,0,0,0,university
nciae,北华航天工业学院,nciae.edu.cn,zh-CN,3,0,0,0,university
ncku,National Cheng Kung University,www.ncku.edu.tw,zh-TW,2,0,0,0,university
ncpssd,国家哲学社会科学文献中心,ncpssd.cn,zh-CN,1,0,0,0,study
ncu,南昌大学,jwc.ncu.edu.cn,zh-CN,1,0,0,0,university
ncwu,华北水利水电大学,ncwu.edu.cn,zh-CN,1,0,0,0,university
ndss-symposium,Network and Distributed System Security (NDSS) Symposium,ndss-symposium.org,en,1,0,0,0,journal
neatdownloadmanager,Neat Download Manager,neatdownloadmanager.com,en,1,0,0,0,program-update
neea,中国教育考试网,www.neea.cn,zh-CN,2,0,0,0,study
nenu,东北师范大学,sohac.nenu.edu.cn,zh-CN,2,0,0,0,university
netflav,Netflav,netflav.com,en,1,0,0,0,multimedia
netflix,Netflix,netflix.com,en,2,0,0,0,new-media
neu,东北大学,neunews.neu.edu.cn,zh-CN,3,0,0,0,university
newmuseum,New Museum,www.newmuseum.org,en,1,0,0,0,travel
newrank,新榜,newrank.cn,zh-CN,2,0,2,2,social-media
news,新华社,news.cn,zh-CN,2,0,0,0,new-media
newseed,新芽,newseed.cn,zh-CN,1,0,0,0,new-media
newslaundry,Newslaundry,newslaundry.com,en,7,0,0,0,new-media
newsmarket,上下游 News&Market,newsmarket.com.tw,zh-TW,1,0,0,0,new-media
newswav,Newswav,newswav.com,en,1,0,0,0,new-media
newyorker,New Yorker,newyorker.com,en,1,0,0,0,traditional-media
newzmz,NEW 字幕组,newzmz.com,zh-CN,1,0,0,0,multimedia
nextapple,壹蘋新聞網,tw.nextapple.com,zh-TW,1,0,0,0,new-media
nextjs,Next.js,nextjs.org,en,1,0,0,0,program-update
nga,NGA,bbs.nga.cn,zh-CN,2,0,0,0,bbs
ngd,中国农工民主党,www.ngd.org.cn,zh-CN,1,0,0,0,government
ngocn2,NGOCN,ngocn2.org,zh-TW,1,0,0,0,new-media
nhentai,nhentai,nhentai.net,en,2,0,0,2,
nhk,NHK,www3.nhk.or.jp,ja,2,0,0,0,traditional-media
niaogebiji,鸟哥笔记,niaogebiji.com,zh-CN,3,0,0,0,new-media
nicovideo,Niconico,www.nicovideo.jp,ja,2,0,0,0,
nielsberglund,Niels Berglund Blog,nielsberglund.com,en,1,0,0,0,blog
nifd,国家金融与发展实验室,www.nifd.cn,zh-CN,1,0,0,0,finance
nikkei,The Nikkei 日本経済新聞,nikkei.com,ja,2,0,0,0,traditional-media
nintendo,Nintendo,nintendo.com,en,8,0,0,0,game
nio,NIO,nio.com,,1,0,0,0,multimedia
nippon,走进日本,www.nippon.com,zh-CN,1,0,0,0,travel
njfu,南京林业大学,njfu.edu.cn,zh-CN,1,0,0,0,university
njglyy,南京鼓楼医院,njglyy.com,zh-CN,1,0,0,0,government
njit,南京工程学院,jwc.njit.edu.cn,zh-CN,2,0,0,0,university
njmuseum,Nanjing Museum,www.njmuseum.com/zh,,1,0,0,0,travel
njtech,南京工业大学,njtech.edu.cn,zh-CN,1,0,0,0,university
nju,南京大学,admission.nju.edu.cn,zh-CN,13,0,0,0,university
njucm,南京中医药大学,lib.njucm.edu.cn,zh-CN,1,0,0,1,university
njuferret,njuferret,njuferret.github.io,zh-CN,1,0,0,0,blog
njupt,南京邮电大学,jwc.njupt.edu.cn,zh-CN,1,0,0,0,university
njust,南京理工大学,jwc.njust.edu.cn,zh-CN,7,7,0,0,university
njxzc,南京晓庄学院,www.njxzc.edu.cn,zh-CN,2,0,0,0,university
nlc,中国国家图书馆,read.nlc.cn,zh-CN,1,0,0,0,other
nltimes,NL Times,nltimes.nl,en,1,0,0,0,new-media
nmc,中央气象台,nmc.cn,zh-CN,2,0,0,0,forecast
nmtv,内蒙古广播电视台,nmtv.cn,zh-CN,1,0,0,0,traditional-media
nobelprize,Nobel Prize,www.nobelprize.org,en,1,0,0,0,other
nodejs,Node.js,nodejs.org,en,1,0,0,0,programming
nogizaka46,Sakamichi Series 坂道系列官网资讯,news.nogizaka46.com,zh-CN,2,0,0,0,new-media
noi,NOI 全国青少年信息学奥林匹克竞赛,www.noi.cn,zh-CN,3,0,0,0,other
nosec,NOSEC 安全讯息平台,nosec.org,zh-CN,1,0,0,0,programming
nosetime,香水时代,www.nosetime.com,zh-CN,2,0,0,1,new-media
notateslaapp,Not a Tesla App,notateslaapp.com,en,1,0,0,0,program-update
notefolio,Notefolio,notefolio.net,en,1,0,0,0,design
notion,Notion,notion.so,en,2,0,1,0,other;program-update
now,Now 新聞,news.now.com,zh-TW,1,0,0,0,traditional-media
nowcoder,牛客网,nowcoder.com,zh-CN,7,0,0,0,bbs
npm,NPM,npmjs.com,en,1,0,0,0,program-update
npr,NPR (National Public Radio),npr.org,en,1,0,0,0,traditional-media
ntdm,NT动漫,www.ntdm9.com,zh-CN,1,0,0,0,anime
ntdtv,新唐人电视台,www.ntdtv.com,zh-CN,1,0,0,0,traditional-media
ntrblog,NTR BLOG（寝取られブログ）,ntrblog.com,ja,1,0,0,0,anime
nua,Nanjing University of the Arts 南京艺术学院,index.nua.edu.cn,zh-CN,5,0,0,5,university
nuc,中北大学,www.nuc.edu.cn,zh-CN,1,0,0,0,university
nudt,中国人民解放军国防科技大学,www.nudt.edu.cn,zh-CN,1,0,0,0,university
nuist,南京信息工程大学,bulletin.nuist.edu.cn,zh-CN,7,0,0,4,university
nwafu,西北农林科技大学,nwafu.edu.cn,zh-CN,1,0,0,0,university
nyaa,Nyaa,nyaa.si,en,6,0,0,0,multimedia
nyc,New York City Government,nyc.gov,en-us,1,0,0,0,government
nycu,National Yang Ming Chiao Tung University,nycu.edu.tw,zh-TW,4,0,0,0,university
nymity,nymity,censorbib.nymity.ch,en,1,0,0,0,journal
nytimes,The New York Times,nytimes.com,en,4,0,0,0,traditional-media
obsidian,Obsidian,obsidian.md,en,3,0,0,0,blog;program-update
oceanengine,巨量算数 - 算数指数,trendinsight.oceanengine.com,zh-CN,2,2,0,2,other
oct0pu5,Oct0pu5 blog,Oct0pu5.cn,zh-CN,1,0,0,0,blog
odaily,Odaily 星球日报,odaily.news,zh-CN,5,0,0,0,new-media
oeeee,南方都市报,oeeee.com,zh-CN,1,0,0,0,traditional-media
oesw,ÖSW,oesw.at,,1,0,0,0,other
oevw,ÖVW,oevw.at,,1,0,0,0,other
ofweek,高科技行业门户,www.ofweek.com,zh-CN,1,0,0,0,new-media
oilchem,隆众资讯,oilchem.net,zh-CN,1,0,0,0,new-media
okx,欧易 OKX,www.okx.com/zh-hans,zh-CN,1,0,0,0,finance
olevod,欧乐影院,olevod.one,zh-CN,2,0,0,0,multimedia
ollama,Ollama,ollama.com,en,2,0,0,0,programming
omegascans,Omega Scans,omegascans.org,,1,0,0,0,anime
oncc,东网,hk.on.cc,zh-HK,2,0,0,0,traditional-media
onehu,我不是盐神,onehu.xyz,zh-CN,1,0,0,0,new-media
onejav,OneJAV,onejav.com,en,1,0,0,1,multimedia
onenotegem,OneNote Gem Add-Ins,www.onenotegem.com,en,1,0,0,0,program-update
onet,Onet,wiadomosci.onet.pl,en,1,0,0,0,new-media
onlyfans,OnlyFans,onlyfans.com,,1,0,1,0,social-media
oo-software,O&O Software,oo-software.com,en,1,0,0,0,program-update
openai,OpenAI,openai.com,en,5,0,0,0,program-update;programming
openalex,OpenAlex,openalex.org,en,1,0,0,0,journal
openrice,Openrice開飯喇,www.openrice.com,zh-HK,4,0,0,0,shopping
openwrt,OpenWrt,openwrt.org,en,1,0,0,0,program-update
orcid,ORCID,orcid.org,en,1,0,0,0,study
oreno3d,俺の 3D エロ動画 (oreno3d),oreno3d.com,ja,5,0,0,0,anime
ornl,Oak Ridge National Laboratory,ornl.gov,en,1,0,0,0,government
oschina,开源中国,oschina.net,zh-CN,5,0,0,0,programming
oshwhub,oshwhub 立创开源硬件平台,oshwhub.com,zh-CN,1,0,0,0,programming
otobanana,OTOBANANA,otobanana.com,zh-CN,3,0,0,0,multimedia
ouc,中国海洋大学,it.ouc.edu.cn,zh-CN,7,0,0,5,university
oup,Oxford University Press,academic.oup.com,en,1,0,0,1,journal
outagereport,Outage.Report,outage.report,en,1,0,0,0,forecast
p-articles,虚词,p-articles.com,en,2,0,0,0,reading
pacilution,普世社会科学研究所,www.pacilution.com,,1,0,0,0,journal
panewslab,PANews,panewslab.com,zh-CN,5,0,0,0,new-media
papers,Cool Papers,papers.cool,en,2,0,0,0,journal
paradigm,Paradigm,paradigm.xyz,en,1,0,0,0,finance
parliament,Thailand Parliament,parliament.go.th,en,1,0,0,0,government
parliament.uk,UK Parliament,parliament.uk,en,3,2,0,0,government
patagonia,Patagonia,patagonia.com,en,1,0,0,0,shopping
patchwork.kernel.org,Linux Patchwork,patchwork.kernel.org,en,1,0,0,0,programming
patreon,Patreon,www.patreon.com,en,1,0,1,0,new-media
paulgraham,Paul Graham,paulgraham.com,en,3,0,0,0,blog
pawchive,Pawchive,pawchive.pw,en,1,0,0,0,anime
pconline,太平洋科技,pconline.com.cn,zh-CN,1,0,0,0,new-media
pencilnews,铅笔道,www.pencilnews.cn,zh-CN,1,0,0,0,new-media
penguin-random-house,Penguin Random House,penguinrandomhouse.com,en,2,0,0,0,reading
people,人民网,people.com.cn,zh-CN,4,0,0,0,traditional-media
peopo,PeoPo 公民新聞,peopo.org,zh-TW,1,0,0,0,new-media
perplexity,Perplexity,www.perplexity.ai,en,2,2,0,0,blog;program-update
peterwunder,Peter Wunder,projects.peterwunder.de,en,1,0,0,0,other
phoronix,Phoronix,phoronix.com,en,1,0,0,0,new-media
phrack,Phrack Magazine,phrack.org,en,1,0,0,0,blog
pianyivps,便宜VPS网,pianyivps.com,zh-CN,1,0,0,0,blog
pianyuan,片源网,pianyuan.org,zh-CN,2,0,1,0,multimedia
piapro,piapro,piapro.jp,ja,2,0,0,0,social-media
picnob,Instagram,www.instagram.com,en,1,1,0,0,social-media
picnob.info,Instagram,www.instagram.com,en,1,1,0,0,social-media
picuki,picuki,,,1,1,0,1,social-media
pikabu,Pikabu,pikabu.ru,ru,3,0,0,0,bbs
pincong,品葱,pincong.rocks,zh-CN,3,3,0,3,bbs
pingwest,品玩,pingwest.com,zh-CN,3,0,0,0,new-media
pinterest,Pinterest,www.pinterest.com,en,1,0,0,0,picture
pixabay,Pixabay,pixabay.com,en,1,0,1,0,picture
pixelstech,PixelsTech,pixelstech.net,en,1,0,0,0,new-media
pixiv,pixiv,www.pixiv.net,ja,7,0,3,0,social-media
pixivision,pixivision,www.pixivision.net,ja,1,0,0,0,anime
piyao,中国互联网联合辟谣平台,piyao.org.cn,zh-CN,1,0,0,0,other
pkmer,PKMer,pkmer.cn,zh-CN,1,0,0,0,bbs
pku,北京大学,admission.pku.edu.cn,zh-CN,4,0,0,0,university
playno1,PLAYNO.1 玩樂達人,stno1.playno1.com,zh-TW,2,0,0,0,bbs
playpcesor,电脑玩物,playpcesor.com,zh-CN,1,0,0,0,blog
plurk,Plurk,plurk.com,en,7,0,0,0,social-media
pnas,Proceedings of The National Academy of Sciences,pnas.org,en,1,1,0,1,journal
podwise,Podwise,podwise.ai,en,2,0,0,0,multimedia
polimi,Polimi,www.polimi.it,it,1,0,0,0,university
polymarket,Polymarket,polymarket.com,en,7,0,0,0,finance
pornhub,PornHub,pornhub.com,en,6,0,0,3,multimedia
postman,Postman,postman.com,en,1,0,0,0,program-update
priconne-redive,PRINCESS CONNECT! Re Dive プリンセスコネクト！Re Dive,priconne-redive.jp,ja,1,0,0,0,game
producereport,Produce Report,producereport.com,en,1,0,0,0,new-media
producthunt,Product Hunt,www.producthunt.com,en,1,0,0,0,other
projectjav,ProjectJAV,projectjav.com,en,1,0,0,0,multimedia
proletar,无产者评论,review.proletar.ink,zh-CN,1,0,0,0,new-media
ps,PlayStation Store,www.playstation.com,en,2,0,0,1,game
psnine,PSN 中文站,psnine.com,zh-CN,5,0,0,0,game
psyche,Psyche,psyche.co,en,2,0,0,0,new-media
pts,公視新聞網,news.pts.org.tw,zh-TW,8,0,0,0,traditional-media
publico,Público,publico.es,,10,10,0,0,traditional-media
pubmed,PubMed,pubmed.ncbi.nlm.nih.gov,en,1,0,0,0,journal
pubscholar,PubScholar 公益学术平台,pubscholar.cn,zh-CN,1,0,0,0,
pumc,北京协和医学院,mdadmission.pumc.edu.cn,zh-CN,1,0,0,0,university
putty,PuTTY,www.chiark.greenend.org.uk,en,1,0,0,0,program-update
pwc,PwC Strategy&,strategyand.pwc.com,en,1,0,0,0,other
python,Python,python.org,en,2,0,0,0,program-update;programming
qbitai,量子位,qbitai.com,zh-CN,2,0,0,0,new-media
qbittorrent,qBittorrent,qbittorrent.org,en,1,0,0,0,program-update
qdu,青岛大学,jwc.qdu.edu.cn,zh-CN,2,0,0,1,university
qianp,千篇网,qianp.com,zh-CN,1,0,0,0,new-media
qianzhan,前瞻网,qianzhan.com,zh-CN,2,0,0,0,finance
qiche365,汽车召回网,qiche365.org.cn,zh-CN,1,0,0,1,government
qidian,起点,qidian.com,zh-CN,5,0,0,5,reading
qingting,蜻蜓 FM,qingting.fm,zh-CN,2,0,1,0,multimedia
qipamaijia,奇葩买家秀,qipamaijia.com,zh-CN,1,0,0,0,picture
qiyoujiage,汽油价格网,qiyoujiage.com,zh-CN,1,0,0,0,other
qlu,齐鲁工业大学,qlu.edu.cn,zh-CN,1,0,0,0,university
qm120,全民健康网,qm120.com,zh-CN,1,0,0,0,new-media
qnap,QNAP,www.qnap.com,en,1,0,0,0,program-update
qoo-app,QooApp,apps.qoo-app.com,zh-CN,1,0,0,0,anime
qq88,秋爸日字,qq88.info,zh-CN,1,0,0,0,multimedia
qqorw,早报网,qqorw.cn,zh-CN,1,0,0,0,new-media
qstheory,求是网,www.qstheory.cn,zh-CN,2,0,0,0,traditional-media
qttabbar,QTTabBar,qttabbar.wikidot.com,en,1,0,0,0,program-update
quantamagazine,Quanta Magazine,quantamagazine.org,en,1,0,0,0,new-media
queshu,缺书网,www.queshu.com,zh-CN,2,0,0,0,shopping
questmobile,QuestMobile,questmobile.com.cn,zh-CN,1,0,0,0,new-media
questn,QuestN,app.questn.com,zh-CN,2,0,0,0,other
quicker,Quicker,getquicker.net,zh-CN,4,0,0,0,program-update;programming
qust,青岛科技大学,jw.qust.edu.cn,zh-CN,1,0,0,0,university
qutoutiao,趣头条,home.qutoutiao.net,zh-CN,1,0,0,0,new-media
qweather,和风天气,qweather.com,zh-CN,2,0,2,0,forecast
qwen,Qwen Research,qwen.ai,,1,0,0,0,programming
qzcea,泉州市跨境电子商务协会,www.qzcea.org,zh-CN,1,0,0,0,government
radio,云听,radio.cn,zh-CN,3,0,0,0,multimedia
radio-canada,Radio-Canada.ca,ici.radio-canada.ca,en,1,0,0,0,new-media
railway,Railway,railway.com,en,1,0,0,0,blog
rarehistoricalphotos,Rare Historical Photos,rarehistoricalphotos.com,en,1,0,0,0,picture
raspberrypi,Raspberry Pi,raspberrypi.com,en,1,0,0,0,programming
rattibha,Rattibha,rattibha.com,en,1,0,0,0,social-media
rawkuma,Rawkuma,rawkuma.com,en,1,0,0,0,anime
raycast,Raycast,raycast.com,en,1,0,0,0,program-update
react,React,react.dev,en,1,0,0,0,blog
reactiflux,Reactiflux,reactiflux.com,en,1,0,0,0,programming
reactnativenewsletter,React Native Newsletter,reactnativenewsletter.com,en,1,0,0,0,programming
reactnewsletter,ui.dev,bytes.dev,en,1,0,0,0,programming
readhub,Readhub,readhub.cn,zh-CN,2,0,0,0,new-media
readsomethingwonderful,Read Something Wonderful,readsomethingwonderful.com,en,1,0,0,0,blog
readwise,Readwise,readwise.io,en,1,0,1,0,reading
rebase,Rebase Network,rebase.network,en,1,0,0,0,new-media
remnote,RemNote,remnote.com,en,1,0,0,0,program-update
rescuetime,RescueTime,www.rescuetime.com,en,1,0,0,0,program-update
researchgate,ResearchGate,researchgate.net,en,1,1,0,1,study
resetera,ResetEra,resetera.com,en,1,0,0,0,bbs
resonac,Resonac,www.resonac.com,en,1,1,0,0,other
reuters,Reuters,reuters.com,en,2,0,0,0,traditional-media
rfa,Radio Free Asia (RFA) 自由亚洲电台,rfa.org,en,1,0,0,0,traditional-media
rfi,Radio France Internationale,rfi.fr,fr,1,0,0,0,
right,恩山无线论坛,right.com.cn,zh-CN,1,0,0,0,bbs
rmlt,人民论坛网,www.rmlt.com.cn,zh-CN,1,0,0,0,new-media
rockstargames,Rockstar Games,www.rockstargames.com,zh-CN,1,0,0,0,game
rockthejvm,Rock the JVM,rockthejvm.com,en,1,0,0,0,programming
rodong,Rodong Sinmun 劳动新闻,rodong.rep.kp,ko,1,0,0,0,traditional-media
routledge,Routledge,routledge.com,en,1,0,0,0,journal
rsc,Royal Society of Chemistry,pubs.rsc.org,en,1,0,0,0,journal
rss3,RSS3,rss3.io,en,1,0,0,0,social-media
rsshub,RSSHub,docs.rsshub.app,en,1,0,0,0,program-update
rthk,RTHK 香港電台,rthk.hk,zh-TW,1,0,0,0,traditional-media
ruancan,软餐,ruancan.com,zh-CN,4,0,0,1,new-media
ruankao,中国计算机职业技术资格考试,www.ruankao.org.cn,,1,0,0,1,study
ruby-china,Ruby China,ruby-china.org,zh-CN,2,0,0,0,bbs
ruc,Renmin University of China,ruc.edu.cn,zh-CN,2,0,0,0,university
rule34video,Rule34Video,rule34video.com,en,1,0,0,0,multimedia
rumble,Rumble,rumble.com,en,1,0,0,1,multimedia
runyeah,跑野大爆炸,runyeah.world,zh-CN,1,0,0,0,sport
rustcc,Rust 语言中文社区,rustcc.cn,zh-CN,2,0,0,0,programming
ryo.lu,Ryo Lu,ryo.lu,en,1,0,0,0,blog
sakurazaka46,Sakamichi Series 坂道系列官网资讯,sakurazaka46.com,zh-CN,2,0,0,0,new-media
samd,深圳市医疗器械行业协会,www.samd.org.cn,zh-CN,1,0,0,0,government
samrdprc,国家市场监督管理总局缺陷产品管理中心,www.samrdprc.org.cn,zh-CN,2,0,0,0,government
samsungmembers,三星盖乐世社区,www.samsungmembers.cn,zh-CN,1,0,0,0,bbs
sankei,Sankei Shimbun 産経新聞,sankei.com,ja,2,0,0,0,traditional-media
sara,上海业余无线电协会,www.sara.org.cn,zh-CN,1,0,0,0,government
saraba1st,Saraba1st,stage1st.com,zh-CN,2,0,0,0,bbs
scau,华南农业大学,yzb.scau.edu.cn,zh-CN,2,0,0,0,university
schwabnetwork,Schwab Network,schwabnetwork.com,,1,0,0,0,finance
science,Science Magazine,science.org,en,4,3,0,4,journal
sciencedirect,ScienceDirect,sciencedirect.com,en,3,0,0,0,journal
sciencenet,科学网,blog.sciencenet.cn,zh-CN,2,0,0,0,new-media
scientificamerican,Scientific American,scientificamerican.com,en,1,0,0,0,new-media
scitechvista,科技大觀園,scitechvista.nat.gov.tw,zh-TW,1,0,0,0,government
scmp,Corona Virus Disease 2019,scmp.com,en,3,0,0,0,other;traditional-media
scmuseum,Sichuan Museum,www.scmuseum.cn,,1,0,0,0,travel
scnu,华南师范大学,cs.scnu.edu.cn,zh-CN,4,0,0,0,university
scoop,Scoop,scoop.sh,en,1,0,0,0,program-update
scpta,四川省人力资源和社会保障厅人事考试专栏,www.scpta.com.cn,zh-CN,1,0,0,0,government
sctv,四川广播电视台,sctv.com,zh-CN,1,0,0,0,traditional-media
scut,华南理工大学,jw.scut.edu.cn,zh-CN,1,0,0,1,university
scvtc,四川职业技术学院,scvtc.edu.cn,zh-CN,1,0,0,0,university
sdmuseum,Shan Dong Museum,www.sdmuseum.com/,,2,0,0,0,travel
sdu,山东大学,www.sdu.edu.cn,zh-CN,7,0,0,0,university
sdzk,山东省教育招生考试院,sdzk.cn,zh-CN,1,0,0,0,study
sec-in,SecIN 信息安全技术社区,sec-in.com,zh-CN,1,0,0,0,bbs
sec-wiki,SecWiki - 安全维基,www.sec-wiki.com,zh-CN,1,0,0,0,programming
sec.today,每日安全,sec.today,zh-CN,1,0,0,1,blog
secretsanfrancisco,Secret San francisco,secretsanfrancisco.com,en,1,0,0,0,new-media
secrss,安全内参,secrss.com,zh-CN,2,0,0,0,programming
secshi,酷客影视,www.secshi.com,zh-CN,1,0,0,1,multimedia
seekingalpha,Seeking Alpha,seekingalpha.com,en,1,0,0,1,finance
sega,SEGA,pjsekai.sega.jp,ja,2,0,0,0,game
segmentfault,SegmentFault,segmentfault.com,zh-CN,3,0,0,2,programming
sehuatang,色花堂,sehuatang.net,zh-CN,6,0,1,0,multimedia
semiconductors,Semiconductor Industry Association,semiconductors.org,en,1,0,0,0,new-media
sensortower,Sensor Tower,sensortower.com,en,1,0,0,0,new-media
sesame,Sesame,sesame.ninja,en,1,0,0,0,program-update
setn,三立新聞網,setn.com,zh-TW,1,0,0,0,traditional-media
seu,东南大学,cse.seu.edu.cn,zh-CN,1,0,0,1,university
sexinsex,sexinsex,sexinsex.net,zh-CN,1,0,0,0,multimedia
sfacg,SF 轻小说,book.sfacg.com,zh-CN,1,0,0,0,reading
sgcc,国家电网,www.sgcc.com.cn,zh-CN,2,0,0,0,forecast
shanbay,扇贝,www.shanbay.com,zh-CN,2,0,0,0,study
shanghaimuseum,Shanghai Museum,www.shanghaimuseum.cn,,2,0,0,0,travel
shanghaitech,上海科技大学,www.shanghaitech.edu.cn,zh-CN,1,0,0,0,university
shanximuseum,Shanxi Museum,www.shanximuseum.com.cn,,1,0,0,0,travel
shcstheatre,上海文化广场,www.shcstheatre.com,zh-CN,1,0,0,0,shopping
shiep,上海电力大学,bwc.shiep.edu.cn,zh-CN,1,0,0,0,university
shisu,上海外国语大学,shisu.edu.cn,zh-CN,2,0,0,0,university
shmeea,上海市教育考试院,www.shmeea.edu.cn,zh-CN,2,0,0,0,study
shmtu,上海海事大学,jwc.shmtu.edu.cn,zh-CN,3,0,0,0,university
shoac,上海东方艺术中心,shoac.com.cn,zh-CN,1,0,0,0,shopping
